# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-10-05 14:02:57 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05427930 DORN (SPRING) CREEK AT CT HIGHWAY M NR WAUNAKEE,WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05427930
#            TS   parameter     statistic     Description
#        154946       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        154947       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        154948       00010     00003     Temperature, water, degrees Celsius (Mean)
#        154952       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	154946_00010_00001	154946_00010_00001_cd	154947_00010_00002	154947_00010_00002_cd	154948_00010_00003	154948_00010_00003_cd	154952_00060_00003	154952_00060_00003_cd
USGS	05427930	2015-05-01	16.8	P	8.5	P	13.1	P	5.02	A
USGS	05427930	2015-05-02	20.5	P	11.8	P	15.9	P	4.67	A
USGS	05427930	2015-05-03	20.6	P	13.3	P	16.8	P	4.83	A
USGS	05427930	2015-05-04	21.3	P	14.4	P	17.9	P	7.28	A:e
USGS	05427930	2015-05-05	17.7	P	12.6	P	14.1	P	6.51	A
USGS	05427930	2015-05-06	19.2	P	11.7	P	15.1	P	7.11	A
USGS	05427930	2015-05-07	22.8	P	14.5	P	18.6	P	5.74	A
USGS	05427930	2015-05-08	20.8	P	16.4	P	18.7	P	5.06	A
USGS	05427930	2015-05-09	20.5	P	16.1	P	18.4	P	4.39	A
USGS	05427930	2015-05-10	17.7	P	13.8	P	15.0	P	3.71	A
USGS	05427930	2015-05-11	17.9	P	13.1	P	14.9	P	4.21	A
USGS	05427930	2015-05-12	13.3	P	9.6	P	11.3	P	4.92	A
USGS	05427930	2015-05-13	17.7	P	7.2	P	12.5	P	2.75	A
USGS	05427930	2015-05-14	14.5	P	10.4	P	12.8	P	3.68	A
USGS	05427930	2015-05-15	19.0	P	12.6	P	15.7	P	5.08	A
USGS	05427930	2015-05-16	22.2	P	15.4	P	18.8	P	5.90	A
USGS	05427930	2015-05-17	22.2	P	18.0	P	19.8	P	5.36	A
USGS	05427930	2015-05-18	21.7	P	14.8	P	18.5	P	4.85	A
USGS	05427930	2015-05-19	17.8	P	11.2	P	14.4	P	4.37	A
USGS	05427930	2015-05-20	14.5	P	11.1	P	11.9	P	4.16	A
USGS	05427930	2015-05-21	19.3	P	9.1	P	14.3	P	4.62	A
USGS	05427930	2015-05-22	20.6	P	12.1	P	16.6	P	4.38	A
USGS	05427930	2015-05-23	22.0	P	13.3	P	17.9	P	4.15	A
USGS	05427930	2015-05-24	18.7	P	14.2	P	15.4	P	4.66	A
USGS	05427930	2015-05-25	22.0	P	14.0	P	17.8	P	8.28	A
USGS	05427930	2015-05-26	20.1	P	17.2	P	18.3	P	7.63	A
USGS	05427930	2015-05-27	22.8	P	16.0	P	18.9	P	9.78	A
USGS	05427930	2015-05-28	24.8	P	16.3	P	20.5	P	6.05	A
USGS	05427930	2015-05-29	22.2	P	17.8	P	20.1	P	9.66	A
USGS	05427930	2015-05-30	20.3	P	13.8	P	17.4	P	11.2	A
USGS	05427930	2015-05-31	19.7	P	11.2	P	15.2	P	9.09	A
USGS	05427930	2015-06-01	20.5	P	11.5	P	15.9	P	6.71	A
USGS	05427930	2015-06-02	21.7	P	11.9	P	16.9	P	5.00	A
USGS	05427930	2015-06-03	21.7	P	15.0	P	18.7	P	3.53	A
USGS	05427930	2015-06-04	24.5	P	17.9	P	21.2	P	3.03	A
USGS	05427930	2015-06-05	21.2	P	17.4	P	19.2	P	2.89	A
USGS	05427930	2015-06-06	22.6	P	14.6	P	18.7	P	2.75	A
USGS	05427930	2015-06-07	23.6	P	17.9	P	20.9	P	2.51	A
USGS	05427930	2015-06-08	24.2	P	18.9	P	21.4	P	2.29	A
USGS	05427930	2015-06-09	24.3	P	17.5	P	21.0	P	2.09	A
USGS	05427930	2015-06-10	26.5	P	20.8	P	23.3	P	2.67	A
USGS	05427930	2015-06-11	22.5	P	16.4	P	18.9	P	2.99	A
USGS	05427930	2015-06-12	17.1	P	15.6	P	16.4	P	11.3	A
USGS	05427930	2015-06-13	17.6	P	16.3	P	16.9	P	11.0	A
USGS	05427930	2015-06-14	22.5	P	17.3	P	19.8	P	5.85	A
USGS	05427930	2015-06-15	21.6	P	19.5	P	20.4	P	4.12	A
USGS	05427930	2015-06-16	24.1	P	17.9	P	20.8	P	3.23	A
USGS	05427930	2015-06-17	23.4	P	18.1	P	20.8	P	2.73	A
USGS	05427930	2015-06-18	25.0	P	20.2	P	22.3	P	2.38	A
USGS	05427930	2015-06-19	24.2	P	18.4	P	21.0	P	2.59	A
USGS	05427930	2015-06-20	20.0	P	17.8	P	18.7	P	2.44	A
USGS	05427930	2015-06-21	24.4	P	17.0	P	20.6	P	2.82	A
USGS	05427930	2015-06-22	23.1	P	19.8	P	21.3	P	4.17	A
USGS	05427930	2015-06-23	24.5	P	19.2	P	21.7	P	4.86	A
USGS	05427930	2015-06-24	23.9	P	18.8	P	21.2	P	3.30	A
USGS	05427930	2015-06-25	21.7	P	19.9	P	20.6	P	3.12	A
USGS	05427930	2015-06-26	19.9	P	18.2	P	19.2	P	3.93	A
USGS	05427930	2015-06-27	23.0	P	17.0	P	19.8	P	3.66	A
USGS	05427930	2015-06-28	19.3	P	17.6	P	18.4	P	4.12	A
USGS	05427930	2015-06-29	21.7	P	17.3	P	19.3	P	5.10	A
USGS	05427930	2015-06-30	21.8	P	17.9	P	19.5	P	4.67	A
USGS	05427930	2015-07-01	20.7	P	17.7	P	19.0	P	3.61	A
USGS	05427930	2015-07-02	20.5	P	15.7	P	18.0	P	3.25	A
USGS	05427930	2015-07-03	20.8	P	15.7	P	18.2	P	2.97	A
USGS	05427930	2015-07-04	21.8	P	16.6	P	19.2	P	3.26	A
USGS	05427930	2015-07-05	23.8	P	17.9	P	20.8	P	2.76	A
USGS	05427930	2015-07-06	21.9	P	19.8	P	20.7	P	3.48	A
USGS	05427930	2015-07-07	20.8	P	18.4	P	19.7	P	5.63	A
USGS	05427930	2015-07-08	20.2	P	16.3	P	18.3	P	5.17	A
USGS	05427930	2015-07-09	22.0	P	16.3	P	19.0	P	4.19	A
USGS	05427930	2015-07-10	22.4	P	17.0	P	19.7	P	3.65	A
USGS	05427930	2015-07-11	21.7	P	17.9	P	19.8	P	3.31	A
USGS	05427930	2015-07-12	24.6	P	18.5	P	21.4	P	2.89	A
USGS	05427930	2015-07-13	26.1	P	20.2	P	23.1	P	5.38	A
USGS	05427930	2015-07-14	23.8	P	20.8	P	22.2	P	5.87	A
USGS	05427930	2015-07-15	23.5	P	18.1	P	20.9	P	4.82	A
USGS	05427930	2015-07-16	20.5	P	18.4	P	19.1	P	4.41	A
USGS	05427930	2015-07-17	25.9	P	18.7	P	22.1	P	7.19	A
USGS	05427930	2015-07-18	24.2	P	20.6	P	22.5	P	9.29	A
USGS	05427930	2015-07-19	25.1	P	21.2	P	22.8	P	9.02	A
USGS	05427930	2015-07-20	23.0	P	19.6	P	21.1	P	6.67	A
USGS	05427930	2015-07-21	24.2	P	18.0	P	20.9	P	5.82	A
USGS	05427930	2015-07-22	23.6	P	17.8	P	20.6	P	4.86	A
USGS	05427930	2015-07-23	24.4	P	17.8	P	20.9	P	3.95	A
USGS	05427930	2015-07-24	22.8	P	18.0	P	20.3	P	3.23	A
USGS	05427930	2015-07-25	26.5	P	19.5	P	22.7	P	3.03	A
USGS	05427930	2015-07-26	22.7	P	19.8	P	21.2	P	2.77	A
USGS	05427930	2015-07-27	25.5	P	18.2	P	21.6	P	3.07	A
USGS	05427930	2015-07-28	24.3	P	19.8	P	22.1	P	2.70	A
USGS	05427930	2015-07-29	26.1	P	21.0	P	23.0	P	3.50	A
USGS	05427930	2015-07-30	25.3	P	18.4	P	21.6	P	3.16	A
USGS	05427930	2015-07-31	24.6	P	18.3	P	21.2	P	3.03	A
USGS	05427930	2015-08-01	24.1	P	17.1	P	20.4	P	3.11	A
USGS	05427930	2015-08-02	26.8	P	19.6	P	22.7	P	2.95	A
USGS	05427930	2015-08-03	24.9	P	18.9	P	21.7	P	3.06	A
USGS	05427930	2015-08-04	23.0	P	17.0	P	20.0	P	3.05	A
USGS	05427930	2015-08-05	23.2	P	16.4	P	19.9	P	3.09	A
USGS	05427930	2015-08-06	24.4	P	17.4	P	20.7	P	3.45	A
USGS	05427930	2015-08-07	22.8	P	19.0	P	20.9	P	3.86	A
USGS	05427930	2015-08-08	20.7	P	18.2	P	19.0	P	4.47	A
USGS	05427930	2015-08-09	23.3	P	17.8	P	20.0	P	4.82	A
USGS	05427930	2015-08-10	24.9	P	19.1	P	21.6	P	3.95	A
USGS	05427930	2015-08-11	24.4	P	17.7	P	20.9	P	3.66	A
USGS	05427930	2015-08-12	24.5	P	16.8	P	20.5	P	3.39	A
USGS	05427930	2015-08-13	23.8	P	18.0	P	20.8	P	3.30	A
USGS	05427930	2015-08-14	26.7	P	19.3	P	22.6	P	3.38	A
USGS	05427930	2015-08-15	26.7	P	20.2	P	23.4	P	2.98	A
USGS	05427930	2015-08-16	27.0	P	20.4	P	23.6	P	2.85	A
USGS	05427930	2015-08-17	23.5	P	20.4	P	21.9	P	3.47	A:e
USGS	05427930	2015-08-18	26.6	P	20.0	P	21.2	P	7.60	A:e
USGS	05427930	2015-08-19	20.0	P	17.9	P	19.3	P	11.6	A:e
USGS	05427930	2015-08-20	19.3	P	16.4	P	17.8	P	8.08	A
USGS	05427930	2015-08-21	21.8	P	14.6	P	18.0	P	4.84	A
USGS	05427930	2015-08-22	23.5	P	16.9	P	19.9	P	3.51	A
USGS	05427930	2015-08-23	20.9	P	17.2	P	19.2	P	3.26	A
USGS	05427930	2015-08-24	18.0	P	14.7	P	16.3	P	3.62	A
USGS	05427930	2015-08-25	18.4	P	14.4	P	16.2	P	3.99	A
USGS	05427930	2015-08-26	19.1	P	15.1	P	16.6	P	3.79	A
USGS	05427930	2015-08-27	20.1	P	13.3	P	16.8	P	3.45	A
USGS	05427930	2015-08-28	17.7	P	15.4	P	16.1	P	3.50	A
USGS	05427930	2015-08-29	17.1	P	16.0	P	16.6	P	13.1	A
USGS	05427930	2015-08-30	19.6	P	16.6	P	18.0	P	10.8	A
USGS	05427930	2015-08-31	20.8	P	16.3	P	18.5	P	6.52	A
USGS	05427930	2015-09-01	23.7	P	17.6	P	20.5	P	4.66	A
USGS	05427930	2015-09-02	23.6	P	19.4	P	21.5	P	4.33	A
USGS	05427930	2015-09-03	24.3	P	19.5	P	21.9	P	3.77	A
USGS	05427930	2015-09-04	24.8	P	20.1	P	22.3	P	3.90	A
USGS	05427930	2015-09-05	23.5	P	20.0	P	21.8	P	3.03	A
USGS	05427930	2015-09-06	25.2	P	20.4	P	22.8	P	3.50	A
USGS	05427930	2015-09-07	23.4	P	21.4	P	22.5	P	3.46	A
USGS	05427930	2015-09-08	22.3	P	20.5	P	21.4	P	4.21	A
USGS	05427930	2015-09-09	21.7	P	17.8	P	19.8	P	5.17	A
USGS	05427930	2015-09-10	20.4	P	17.3	P	18.8	P	4.39	A
USGS	05427930	2015-09-11	18.4	P	15.8	P	17.1	P	5.27	A
USGS	05427930	2015-09-12	16.8	P	13.4	P	15.1	P	4.35	A
USGS	05427930	2015-09-13	16.8	P	11.9	P	14.5	P	3.52	A
USGS	05427930	2015-09-14	18.4	P	13.1	P	15.9	P	3.46	A
USGS	05427930	2015-09-15	20.9	P	16.3	P	18.5	P	3.36	A
USGS	05427930	2015-09-16	21.4	P	16.8	P	19.1	P	3.05	A
USGS	05427930	2015-09-17	20.0	P	17.9	P	19.2	P	3.22	A
USGS	05427930	2015-09-18	20.3	P	18.7	P	19.4	P	10.4	A
USGS	05427930	2015-09-19	19.0	P	16.1	P	17.8	P	9.57	A
USGS	05427930	2015-09-20	17.5	P	13.8	P	15.7	P	7.47	A
USGS	05427930	2015-09-21	17.8	P	13.6	P	15.8	P	5.88	A
USGS	05427930	2015-09-22	17.9	P	13.9	P	16.1	P	4.41	A
USGS	05427930	2015-09-23	18.0	P	14.6	P	16.5	P	3.96	A
USGS	05427930	2015-09-24	17.8	P	14.8	P	16.3	P	3.31	A
USGS	05427930	2015-09-25	18.9	P	14.8	P	16.9	P	3.34	A
USGS	05427930	2015-09-26	18.5	P	14.5	P	16.7	P	2.99	A
USGS	05427930	2015-09-27	18.6	P	14.9	P	17.1	P	2.84	A
USGS	05427930	2015-09-28	18.9	P	15.7	P	17.6	P	3.03	A
USGS	05427930	2015-09-29	18.6	P	14.5	P	16.5	P	22.5	A
USGS	05427930	2015-09-30	14.5	P	12.5	P	13.4	P	32.9	A
USGS	05427930	2015-10-01	13.4	P	10.9	P	12.1	P	17.5	A
USGS	05427930	2015-10-02	13.5	P	10.1	P	11.7	P	6.85	A
USGS	05427930	2015-10-03	12.7	P	9.5	P	11.2	P	5.01	A
USGS	05427930	2015-10-04	12.0	P	10.5	P	11.4	P	4.61	A
USGS	05427930	2015-10-05	13.4	P	11.4	P	12.4	P	4.66	A
USGS	05427930	2015-10-06	15.4	P	12.3	P	13.9	P	4.95	A
USGS	05427930	2015-10-07	15.6	P	12.6	P	14.1	P	5.15	A
USGS	05427930	2015-10-08	15.2	P	12.4	P	13.9	P	4.65	A:e
USGS	05427930	2015-10-09	14.7	P	12.1	P	13.7	P	4.46	A:e
USGS	05427930	2015-10-10	12.9	P	9.4	P	11.5	P	4.42	A:e
USGS	05427930	2015-10-11	15.8	P	10.9	P	13.5	P	4.27	A:e
USGS	05427930	2015-10-12	16.3	P	12.9	P	14.7	P	4.31	A:e
USGS	05427930	2015-10-13	13.1	P	10.8	P	11.9	P	4.27	A:e
USGS	05427930	2015-10-14	11.9	P	8.1	P	10.2	P	4.20	A:e
USGS	05427930	2015-10-15	12.0	P	8.9	P	10.3	P	4.16	A:e
USGS	05427930	2015-10-16	10.2	P	7.2	P	8.6	P	4.16	A:e
USGS	05427930	2015-10-17	8.3	P	4.7	P	6.7	P	4.16	A:e
USGS	05427930	2015-10-18	8.5	P	4.1	P	6.6	P	4.13	A:e
USGS	05427930	2015-10-19	11.3	P	6.5	P	9.0	P	4.04	A
USGS	05427930	2015-10-20	13.8	P	9.9	P	12.1	P	4.31	A
USGS	05427930	2015-10-21	14.2	P	12.0	P	13.2	P	4.14	A
USGS	05427930	2015-10-22	12.7	P	9.5	P	11.2	P	4.41	A
USGS	05427930	2015-10-23	11.4	P	9.3	P	10.4	P	4.69	A
USGS	05427930	2015-10-24	13.1	P	10.0	P	12.0	P	6.76	A
USGS	05427930	2015-10-25	10.4	P	7.4	P	9.1	P	6.35	A
USGS	05427930	2015-10-26	10.5	P	7.0	P	9.0	P	5.33	A
USGS	05427930	2015-10-27	10.6	P	8.5	P	9.7	P	4.90	A
USGS	05427930	2015-10-28	10.2	P	8.0	P	9.5	P	15.9	A
USGS	05427930	2015-10-29	8.0	P	6.3	P	6.9	P	18.4	A
USGS	05427930	2015-10-30	8.0	P	5.4	P	6.7	P	10.1	A
USGS	05427930	2015-10-31	8.4	P	7.4	P	7.9	P	7.49	A
USGS	05427930	2015-11-01	10.0	P	7.0	P	8.5	P	7.78	A
USGS	05427930	2015-11-02	12.1	P	8.2	P	10.1	P	6.71	A
USGS	05427930	2015-11-03	11.9	P	8.5	P	10.4	P	5.60	A
USGS	05427930	2015-11-04	14.0	P	10.1	P	12.1	P	5.21	A
USGS	05427930	2015-11-05	15.0	P	12.6	P	13.8	P	5.20	A
USGS	05427930	2015-11-06	14.4	P	8.7	P	11.4	P	11.4	A
USGS	05427930	2015-11-07	8.7	P	5.8	P	7.3	P	12.5	A
USGS	05427930	2015-11-08	6.9	P	3.7	P	5.4	P	7.77	A
USGS	05427930	2015-11-09	6.5	P	3.3	P	5.1	P	6.15	A
USGS	05427930	2015-11-10	6.0	P	2.7	P	4.6	P	5.45	A
USGS	05427930	2015-11-11	9.9	P	5.4	P	7.2	P	5.63	A
USGS	05427930	2015-11-12	9.0	P	6.0	P	7.7	P	10.2	A
USGS	05427930	2015-11-13	6.0	P	3.4	P	4.9	P	9.53	A
USGS	05427930	2015-11-14	5.0	P	1.7	P	3.5	P	6.76	A
USGS	05427930	2015-11-15	7.6	P	3.6	P	5.7	P	5.82	A
USGS	05427930	2015-11-16	8.7	P	7.0	P	7.9	P	5.40	A
USGS	05427930	2015-11-17	10.6	P	8.4	P	9.2	P	6.89	A
USGS	05427930	2015-11-18	11.5	P	9.4	P	10.9	P	19.1	A
USGS	05427930	2015-11-19	9.4	P	3.2	P	6.6	P	19.2	A
USGS	05427930	2015-11-20	3.2	P	1.4	P	2.4	P	10.5	A
USGS	05427930	2015-11-21	2.4	P	-0.0	P	1.4	P	7.67	A
USGS	05427930	2015-11-22	0.8	P	-0.0	P	0.3	P	6.39	A
USGS	05427930	2015-11-23	2.1	P	0.1	P	0.9	P	6.24	A
USGS	05427930	2015-11-24	3.3	P	0.4	P	1.7	P	6.35	A
USGS	05427930	2015-11-25	4.0	P	1.6	P	2.7	P	7.10	A
USGS	05427930	2015-11-26	6.9	P	4.0	P	5.6	P	10.8	A
USGS	05427930	2015-11-27	6.2	P	2.4	P	4.0	P	25.1	A
USGS	05427930	2015-11-28	2.4	P	0.7	P	1.4	P	23.7	A
USGS	05427930	2015-11-29	2.0	P	-0.1	P	0.9	P	12.5	A
USGS	05427930	2015-11-30	3.6	P	2.0	P	2.8	P	10.5	A
USGS	05427930	2015-12-01	4.1	P	2.9	P	3.6	P	15.4	A
USGS	05427930	2015-12-02	2.9	P	2.0	P	2.4	P	14.7	A
USGS	05427930	2015-12-03	3.6	P	2.0	P	2.6	P	11.1	A
USGS	05427930	2015-12-04	3.6	P	1.1	P	2.4	P	9.03	A
USGS	05427930	2015-12-05	3.7	P	1.5	P	2.7	P	7.93	A
USGS	05427930	2015-12-06	4.4	P	2.5	P	3.5	P	7.59	A
USGS	05427930	2015-12-07	4.8	P	3.5	P	4.1	P	7.34	A
USGS	05427930	2015-12-08	5.4	P	4.1	P	4.7	P	7.22	A
USGS	05427930	2015-12-09	5.9	P	4.3	P	5.1	P	7.25	A
USGS	05427930	2015-12-10	7.3	P	4.9	P	6.0	P	7.15	A
USGS	05427930	2015-12-11	5.7	P	3.8	P	4.7	P	6.81	A
USGS	05427930	2015-12-12	6.5	P	4.7	P	5.6	P	6.82	A
USGS	05427930	2015-12-13	9.6	P	6.5	P	7.7	P	9.75	A
USGS	05427930	2015-12-14	10.2	P	8.3	P	9.7	P	27.9	A
USGS	05427930	2015-12-15	8.3	P	5.1	P	6.3	P	29.5	A
USGS	05427930	2015-12-16	6.2	P	4.1	P	5.3	P	15.4	A
USGS	05427930	2015-12-17	4.1	P	0.5	P	2.1	P	10.5	A
USGS	05427930	2015-12-18	0.6	P	0.0	P	0.2	P	8.20	A
USGS	05427930	2015-12-19	0.6	P	0.0	P	0.2	P	6.77	A
USGS	05427930	2015-12-20	0.9	P	0.2	P	0.5	P	7.20	A
USGS	05427930	2015-12-21	2.8	P	0.8	P	1.9	P	9.24	A
USGS	05427930	2015-12-22	3.4	P	2.4	P	2.8	P	9.49	A
USGS	05427930	2015-12-23	6.9	P	2.7	P	4.7	P	10.5	A
USGS	05427930	2015-12-24	6.3	P	2.9	P	3.7	P	12.4	A
USGS	05427930	2015-12-25	3.0	P	2.1	P	2.6	P	10.4	A
USGS	05427930	2015-12-26	3.0	P	2.0	P	2.5	P	9.13	A
USGS	05427930	2015-12-27	3.3	P	1.8	P	2.8	P	9.15	A
USGS	05427930	2015-12-28	1.8	P	-0.0	P	0.5	P	9.93	A:e
USGS	05427930	2015-12-29	0.4	P	0.1	P	0.2	P	7.86	A
USGS	05427930	2015-12-30	0.5	P	0.1	P	0.2	P	10.5	A
USGS	05427930	2015-12-31	0.6	P	-0.0	P	0.2	P	10.1	A
USGS	05427930	2016-01-01	0.6	P	0.1	P	0.3	P	8.46	A
USGS	05427930	2016-01-02	0.8	P	0.1	P	0.2	P	8.46	A
USGS	05427930	2016-01-03	0.4	P	0.1	P	0.2	P	8.84	A
USGS	05427930	2016-01-04	0.7	P	-0.0	P	0.2	P	8.66	A
USGS	05427930	2016-01-05	0.7	P	0.0	P	0.3	P	7.65	A
USGS	05427930	2016-01-06	0.7	P	0.1	P	0.4	P	8.04	A
USGS	05427930	2016-01-07	0.8	P	0.3	P	0.5	P	8.98	A
USGS	05427930	2016-01-08	1.6	P	0.8	P	1.2	P	11.5	A
USGS	05427930	2016-01-09	1.3	P	-0.1	P	0.8	P	15.8	A
USGS	05427930	2016-01-10	0.1	P	-0.1	P	-0.0	P	11.2	A
USGS	05427930	2016-01-11	0.4	P	-0.0	P	0.2	P	7.93	A
USGS	05427930	2016-01-12	0.3	P	0.1	P	0.2	P	6.94	A
USGS	05427930	2016-01-13	0.4	P	0.1	P	0.2	P	6.53	A
USGS	05427930	2016-01-14	0.6	P	0.2	P	0.3	P	6.78	A
USGS	05427930	2016-01-15	0.3	P	0.1	P	0.2	P	8.02	A
USGS	05427930	2016-01-16	0.4	P	-0.0	P	0.1	P	9.24	A
USGS	05427930	2016-01-17	0.4	P	0.0	P	0.1	P	8.10	A
USGS	05427930	2016-01-18	0.4	P	0.1	P	0.2	P	6.59	A
USGS	05427930	2016-01-19	0.4	P	0.2	P	0.3	P	5.17	A
USGS	05427930	2016-01-20	0.5	P	0.2	P	0.3	P	6.93	A
USGS	05427930	2016-01-21	0.4	P	0.1	P	0.2	P	9.48	A
USGS	05427930	2016-01-22	0.3	P	0.1	P	0.2	P	10.3	A
USGS	05427930	2016-01-23	0.5	P	0.1	P	0.2	P	8.95	A
USGS	05427930	2016-01-24	0.4	P	0.1	P	0.2	P	7.60	A
USGS	05427930	2016-01-25	0.6	P	0.0	P	0.3	P	6.92	A
USGS	05427930	2016-01-26	0.4	P	0.1	P	0.2	P	7.04	A
USGS	05427930	2016-01-27	0.6	P	0.1	P	0.3	P	6.87	A
USGS	05427930	2016-01-28	0.5	P	0.2	P	0.3	P	6.83	A
USGS	05427930	2016-01-29	0.5	P	-0.0	P	0.2	P	6.65	A
USGS	05427930	2016-01-30	2.6	P	0.3	P	1.4	P	6.50	A
USGS	05427930	2016-01-31	3.0	P	1.9	P	2.4	P	6.89	A
USGS	05427930	2016-02-01	3.5	P	0.7	P	2.1	P	7.06	A
USGS	05427930	2016-02-02	2.4	P	0.7	P	1.3	P	7.54	A
USGS	05427930	2016-02-03	2.6	P	0.9	P	1.7	P	8.26	A
USGS	05427930	2016-02-04	1.6	P	-0.0	P	0.7	P	7.54	A
USGS	05427930	2016-02-05	2.8	P	0.5	P	1.8	P	7.19	A
USGS	05427930	2016-02-06	3.1	P	1.1	P	2.1	P	7.28	A
USGS	05427930	2016-02-07	4.7	P	1.8	P	3.1	P	7.71	A
USGS	05427930	2016-02-08	3.0	P	0.0	P	1.6	P	8.28	A
USGS	05427930	2016-02-09	0.4	P	-0.0	P	0.1	P	7.17	A
USGS	05427930	2016-02-10	0.8	P	-0.0	P	0.2	P	6.79	A
USGS	05427930	2016-02-11	0.8	P	0.0	P	0.2	P	6.29	A
USGS	05427930	2016-02-12	0.8	P	-0.0	P	0.2	P	5.86	A
USGS	05427930	2016-02-13	0.7	P	0.0	P	0.2	P	5.73	A
USGS	05427930	2016-02-14	0.3	P	0.1	P	0.2	P	6.68	A
USGS	05427930	2016-02-15	0.4	P	0.2	P	0.2	P	6.43	A
USGS	05427930	2016-02-16	0.4	P	0.2	P	0.3	P	6.91	A
USGS	05427930	2016-02-17	0.8	P	-0.0	P	0.2	P	6.62	A
USGS	05427930	2016-02-18	0.9	P	0.1	P	0.4	P	6.78	A
USGS	05427930	2016-02-19	0.9	P	-0.1	P	0.3	P	17.6	A
USGS	05427930	2016-02-20	1.0	P	-0.2	P	0.2	P	59.6	A
USGS	05427930	2016-02-21	0.7	P	-0.2	P	0.2	P	54.3	A
USGS	05427930	2016-02-22	2.2	P	-0.0	P	1.0	P	28.4	A
USGS	05427930	2016-02-23	3.7	P	0.9	P	2.2	P	16.8	A
USGS	05427930	2016-02-24	2.8	P	1.5	P	2.2	P	15.0	A
USGS	05427930	2016-02-25	2.9	P	0.6	P	1.7	P	12.7	A
USGS	05427930	2016-02-26	2.7	P	0.3	P	1.3	P	11.2	A
USGS	05427930	2016-02-27	6.7	P	0.1	P	3.2	P	11.7	A
USGS	05427930	2016-02-28	7.2	P	2.8	P	4.6	P	14.4	A
USGS	05427930	2016-02-29	5.1	P	1.0	P	2.9	P	13.8	A
USGS	05427930	2016-03-01	2.3	P	-0.1	P	0.5	P	9.60	A
USGS	05427930	2016-03-02	1.3	P	-0.0	P	0.5	P	9.71	A
USGS	05427930	2016-03-03	3.3	P	0.3	P	1.5	P	8.33	A
USGS	05427930	2016-03-04	4.9	P	0.0	P	2.1	P	8.19	A
USGS	05427930	2016-03-05	4.5	P	2.1	P	3.2	P	9.77	A
USGS	05427930	2016-03-06	6.6	P	1.6	P	4.1	P	11.6	A
USGS	05427930	2016-03-07	10.0	P	3.6	P	6.6	P	14.9	A
USGS	05427930	2016-03-08	11.9	P	6.2	P	8.8	P	17.1	A
USGS	05427930	2016-03-09	11.4	P	7.4	P	9.0	P	16.8	A
USGS	05427930	2016-03-10	9.7	P	5.2	P	7.2	P	13.6	A
USGS	05427930	2016-03-11	11.8	P	3.0	P	7.2	P	11.2	A
USGS	05427930	2016-03-12	10.4	P	4.8	P	7.7	P	9.86	A
USGS	05427930	2016-03-13	9.1	P	7.3	P	8.2	P	10.3	A
USGS	05427930	2016-03-14	10.6	P	6.7	P	8.3	P	12.7	A
USGS	05427930	2016-03-15	8.8	P	6.6	P	7.7	P	12.3	A
USGS	05427930	2016-03-16	8.0	P	5.7	P	6.7	P	41.3	A
USGS	05427930	2016-03-17	7.8	P	3.8	P	5.8	P	32.2	A
USGS	05427930	2016-03-18	5.8	P	3.6	P	4.8	P	15.8	A
USGS	05427930	2016-03-19	7.3	P	3.3	P	5.2	P	12.2	A
USGS	05427930	2016-03-20	10.8	P	3.2	P	6.5	P	11.7	A
USGS	05427930	2016-03-21	11.2	P	2.6	P	6.8	P	11.1	A
USGS	05427930	2016-03-22	10.6	P	5.1	P	7.7	P	10.6	A
USGS	05427930	2016-03-23	8.2	P	2.8	P	4.7	P	10.9	A
USGS	05427930	2016-03-24	2.8	P	0.6	P	1.2	P	17.2	A
USGS	05427930	2016-03-25	8.6	P	-0.1	P	3.8	P	16.2	A
USGS	05427930	2016-03-26	10.5	P	2.7	P	6.6	P	15.9	A
USGS	05427930	2016-03-27	7.8	P	5.3	P	6.2	P	13.7	A
USGS	05427930	2016-03-28	13.8	P	4.7	P	8.8	P	13.0	A
USGS	05427930	2016-03-29	14.8	P	4.9	P	9.7	P	11.0	A
USGS	05427930	2016-03-30	10.4	P	7.7	P	8.4	P	10.4	A
USGS	05427930	2016-03-31	8.8	P	7.2	P	8.0	P	20.5	A
USGS	05427930	2016-04-01	10.7	P	5.6	P	7.8	P	19.6	A
USGS	05427930	2016-04-02	7.0	P	2.7	P	4.5	P	12.5	A
USGS	05427930	2016-04-03	14.0	P	2.2	P	7.5	P	10.3	A
