"record_id","param","sampledate","value"
"1409","K","2002-11-20","3.73"
"1410","Mg","2002-11-20","31.20"
"1411","Mn","2002-11-20","0.00336"
"1412","NH4","2002-11-20","0.3639"
"1413","NO3NO2","2002-11-20","0.11889"
"1414","Na","2002-11-20","15.74"
"1415","SO4","2002-11-20","15.14"
"1416","SRP","2002-11-20","0.0793"
"1417","TIC","2002-11-20","46.719"
"1418","TKN","2002-11-20","0.9233"
"1419","TOC","2002-11-20","6.2740"
"1420","TP","2002-11-20","0.095"
"1421","Temp","2002-11-20","8.989"
"1422","Zoop","2002-11-20","15421"
"1423","pH","2002-11-20","8.101"
"1424","secchi","2002-11-20","3.493"
"1425","Bacillariophyta","2002-11-20","0.135426306"
"1426","Chlorophyta","2002-11-20","0.043350055"
"1427","Cyanophyta","2002-11-20","0.725062492"
"1428","DayLength","2002-11-20","9.282074758"
"1429","Month","2003-05-13","5"
"1430","Year","2003-05-13","03"
"1431","Season","2003-05-13","spring"
"1432","serialdate","2003-05-13","731714"
"1433","Alk","2003-05-13","3481"
"1434","Ca","2003-05-13","32.554"
"1435","Chl","2003-05-13","0.674"
"1436","Cl","2003-05-13","37.10"
"1437","DIC","2003-05-13","46.89"
"1438","DO","2003-05-13","10.720"
"1439","DOC","2003-05-13","5.85"
"1440","DOsat","2003-05-13","103.128"
"1441","DRSilica","2003-05-13","0.755"
"1442","Fe","2003-05-13","0.016"
"1443","K","2003-05-13","3.62"
"1444","Mg","2003-05-13","33.37"
"1445","Mn","2003-05-13","0.01348"
"1446","NH4","2003-05-13","0.1949"
"1447","NO3NO2","2003-05-13","0.41183"
"1448","Na","2003-05-13","15.57"
"1449","SO4","2003-05-13","18.38"
"1450","SRP","2003-05-13","0.0365"
"1451","TIC","2003-05-13","47.009"
"1452","TKN","2003-05-13","0.7175"
"1453","TOC","2003-05-13","5.7143"
"1454","TP","2003-05-13","0.058"
"1455","Temp","2003-05-13","11.392"
"1456","Zoop","2003-05-13","21208"
"1457","pH","2003-05-13","8.786"
"1458","secchi","2003-05-13","6.069"
"1459","Bacillariophyta","2003-05-13","0.406240202"
"1460","Chlorophyta","2003-05-13","0.100280272"
"1461","Cyanophyta","2003-05-13","0.410758219"
"1462","DayLength","2003-05-13","14.43237533"
"1463","Month","2003-05-28","5"
"1464","Year","2003-05-28","03"
"1465","Season","2003-05-28","spring"
"1466","serialdate","2003-05-28","731729"
"1467","Alk","2003-05-28","3529"
"1468","Ca","2003-05-28","32.400"
"1469","Chl","2003-05-28","1.511"
"1470","Cl","2003-05-28","37.14"
"1471","DIC","2003-05-28","46.69"
"1472","DO","2003-05-28","10.348"
"1473","DOC","2003-05-28","6.10"
"1474","DOsat","2003-05-28","107.019"
"1475","DRSilica","2003-05-28","0.786"
"1476","Fe","2003-05-28","0.014"
"1477","K","2003-05-28","3.61"
"1478","Mg","2003-05-28","33.67"
"1479","Mn","2003-05-28","0.01220"
"1480","NH4","2003-05-28","0.1357"
"1481","NO3NO2","2003-05-28","0.29223"
"1482","Na","2003-05-28","15.70"
"1483","SO4","2003-05-28","18.32"
"1484","SRP","2003-05-28","0.0283"
"1485","TIC","2003-05-28","47.468"
"1486","TKN","2003-05-28","0.6885"
"1487","TOC","2003-05-28","6.1510"
"1488","TP","2003-05-28","0.050"
"1489","Temp","2003-05-28","14.494"
"1490","Zoop","2003-05-28","27779"
"1491","pH","2003-05-28","9.015"
"1492","secchi","2003-05-28","4.872"
"1493","Bacillariophyta","2003-05-28","0.057732279"
"1494","Chlorophyta","2003-05-28","0.175567067"
"1495","Cyanophyta","2003-05-28","0.32985402"
"1496","DayLength","2003-05-28","14.89161857"
"1497","Month","2003-06-09","6"
"1498","Year","2003-06-09","03"
"1499","Season","2003-06-09","spring"
"1500","serialdate","2003-06-09","731741"
"1501","Alk","2003-06-09","3558"
"1502","Ca","2003-06-09","32.258"
"1503","Chl","2003-06-09","2.391"
"1504","Cl","2003-06-09","37.23"
"1505","DIC","2003-06-09","47.87"
"1506","DO","2003-06-09","10.130"
"1507","DOC","2003-06-09","6.22"
"1508","DOsat","2003-06-09","108.643"
"1509","DRSilica","2003-06-09","0.789"
"1510","Fe","2003-06-09","0.013"
"1511","K","2003-06-09","3.60"
"1512","Mg","2003-06-09","34.05"
"1513","Mn","2003-06-09","0.01325"
"1514","NH4","2003-06-09","0.0648"
"1515","NO3NO2","2003-06-09","0.32431"
"1516","Na","2003-06-09","15.95"
"1517","SO4","2003-06-09","18.23"
"1518","SRP","2003-06-09","0.0217"
"1519","TIC","2003-06-09","48.257"
"1520","TKN","2003-06-09","0.6557"
"1521","TOC","2003-06-09","6.2553"
"1522","TP","2003-06-09","0.047"
"1523","Temp","2003-06-09","16.015"
"1524","Zoop","2003-06-09","27763"
"1525","pH","2003-06-09","8.948"
"1526","secchi","2003-06-09","4.214"
"1527","Bacillariophyta","2003-06-09","0.045086004"
"1528","Chlorophyta","2003-06-09","0.137359422"
"1529","Cyanophyta","2003-06-09","1.530224398"
"1530","DayLength","2003-06-09","15.11577199"
"1531","Month","2003-06-27","6"
"1532","Year","2003-06-27","03"
"1533","Season","2003-06-27","summer"
"1534","serialdate","2003-06-27","731759"
"1535","Alk","2003-06-27","3574"
"1536","Ca","2003-06-27","31.926"
"1537","Chl","2003-06-27","1.727"
"1538","Cl","2003-06-27","37.22"
"1539","DIC","2003-06-27","45.79"
"1540","DO","2003-06-27","8.538"
"1541","DOC","2003-06-27","6.11"
"1542","DOsat","2003-06-27","94.546"
"1543","DRSilica","2003-06-27","1.059"
"1544","Fe","2003-06-27","0.013"
"1545","K","2003-06-27","3.51"
"1546","Mg","2003-06-27","34.11"
"1547","Mn","2003-06-27","0.01342"
"1548","NH4","2003-06-27","0.1156"
"1549","NO3NO2","2003-06-27","0.19945"
"1550","Na","2003-06-27","16.00"
"1551","SO4","2003-06-27","18.00"
"1552","SRP","2003-06-27","0.0204"
"1553","TIC","2003-06-27","46.150"
"1554","TKN","2003-06-27","0.6743"
"1555","TOC","2003-06-27","6.0194"
"1556","TP","2003-06-27","0.042"
"1557","Temp","2003-06-27","17.656"
"1558","Zoop","2003-06-27","25728"
"1559","pH","2003-06-27","8.959"
"1560","secchi","2003-06-27","3.416"
"1561","Bacillariophyta","2003-06-27","0.202913101"
"1562","Chlorophyta","2003-06-27","0.136265499"
"1563","Cyanophyta","2003-06-27","1.078547066"
"1564","DayLength","2003-06-27","15.16324647"
"1565","Month","2003-07-23","7"
"1566","Year","2003-07-23","03"
"1567","Season","2003-07-23","summer"
"1568","serialdate","2003-07-23","731785"
"1569","Alk","2003-07-23","3571"
"1570","Ca","2003-07-23","31.790"
"1571","Chl","2003-07-23","1.642"
"1572","Cl","2003-07-23","37.23"
"1573","DIC","2003-07-23","43.94"
"1574","DO","2003-07-23","6.009"
"1575","DOC","2003-07-23","6.67"
"1576","DOsat","2003-07-23","71.206"
"1577","DRSilica","2003-07-23","1.246"
"1578","Fe","2003-07-23","0.012"
"1579","K","2003-07-23","3.49"
"1580","Mg","2003-07-23","34.28"
"1581","Mn","2003-07-23","0.01135"
"1582","NH4","2003-07-23","0.0909"
"1583","NO3NO2","2003-07-23","0.14572"
"1584","Na","2003-07-23","16.05"
"1585","SO4","2003-07-23","17.95"
"1586","SRP","2003-07-23","0.0131"
"1587","TIC","2003-07-23","43.917"
"1588","TKN","2003-07-23","0.7861"
"1589","TOC","2003-07-23","6.3696"
"1590","TP","2003-07-23","0.033"
"1591","Temp","2003-07-23","19.917"
"1592","Zoop","2003-07-23","18651"
"1593","pH","2003-07-23","9.182"
"1594","secchi","2003-07-23","4.297"
"1595","Bacillariophyta","2003-07-23","0.228815245"
"1596","Chlorophyta","2003-07-23","0.250543952"
"1597","Cyanophyta","2003-07-23","1.874820361"
"1598","DayLength","2003-07-23","14.62874357"
"1599","Month","2003-08-07","8"
"1600","Year","2003-08-07","03"
"1601","Season","2003-08-07","summer"
"1602","serialdate","2003-08-07","731800"
"1603","Alk","2003-08-07","3608"
"1604","Ca","2003-08-07","31.743"
"1605","Chl","2003-08-07","1.773"
"1606","Cl","2003-08-07","37.22"
"1607","DIC","2003-08-07","44.72"
"1608","DO","2003-08-07","6.567"
"1609","DOC","2003-08-07","6.41"
"1610","DOsat","2003-08-07","77.441"
"1611","DRSilica","2003-08-07","1.537"
"1612","Fe","2003-08-07","0.012"
"1613","K","2003-08-07","3.48"
"1614","Mg","2003-08-07","34.30"
"1615","Mn","2003-08-07","0.01039"
"1616","NH4","2003-08-07","0.1293"
"1617","NO3NO2","2003-08-07","0.16327"
"1618","Na","2003-08-07","16.04"
"1619","SO4","2003-08-07","17.93"
"1620","SRP","2003-08-07","0.0271"
"1621","TIC","2003-08-07","44.851"
"1622","TKN","2003-08-07","0.7352"
"1623","TOC","2003-08-07","6.1650"
"1624","TP","2003-08-07","0.046"
"1625","Temp","2003-08-07","20.085"
"1626","Zoop","2003-08-07","16537"
"1627","pH","2003-08-07","9.020"
"1628","secchi","2003-08-07","2.963"
"1629","Bacillariophyta","2003-08-07","0.23217871"
"1630","Chlorophyta","2003-08-07","0.128023477"
"1631","Cyanophyta","2003-08-07","1.595098968"
"1632","DayLength","2003-08-07","14.07354608"
"1633","Month","2003-09-08","9"
"1634","Year","2003-09-08","03"
"1635","Season","2003-09-08","summer"
"1636","serialdate","2003-09-08","731832"
"1637","Alk","2003-09-08","3672"
"1638","Ca","2003-09-08","32.135"
"1639","Chl","2003-09-08","1.718"
"1640","Cl","2003-09-08","37.42"
"1641","DIC","2003-09-08","43.63"
"1642","DO","2003-09-08","6.713"
"1643","DOC","2003-09-08","5.89"
"1644","DOsat","2003-09-08","76.090"
"1645","DRSilica","2003-09-08","1.562"
"1646","Fe","2003-09-08","0.011"
"1647","K","2003-09-08","3.51"
"1648","Mg","2003-09-08","34.68"
"1649","Mn","2003-09-08","0.01388"
"1650","NH4","2003-09-08","0.1106"
"1651","NO3NO2","2003-09-08","0.09452"
"1652","Na","2003-09-08","16.39"
"1653","SO4","2003-09-08","18.10"
"1654","SRP","2003-09-08","0.0224"
"1655","TIC","2003-09-08","43.832"
"1656","TKN","2003-09-08","0.7028"
"1657","TOC","2003-09-08","5.8413"
"1658","TP","2003-09-08","0.041"
"1659","Temp","2003-09-08","19.050"
"1660","Zoop","2003-09-08","11864"
"1661","pH","2003-09-08","8.819"
"1662","secchi","2003-09-08","2.939"
"1663","Bacillariophyta","2003-09-08","0.20993406"
"1664","Chlorophyta","2003-09-08","0.055999981"
"1665","Cyanophyta","2003-09-08","0.853123884"
"1666","DayLength","2003-09-08","12.58529046"
"1667","Month","2003-09-22","9"
"1668","Year","2003-09-22","03"
"1669","Season","2003-09-22","fall"
"1670","serialdate","2003-09-22","731846"
"1671","Alk","2003-09-22","3775"
"1672","Ca","2003-09-22","32.204"
"1673","Chl","2003-09-22","1.609"
"1674","Cl","2003-09-22","37.57"
"1675","DIC","2003-09-22","44.86"
"1676","DO","2003-09-22","7.582"
"1677","DOC","2003-09-22","5.82"
"1678","DOsat","2003-09-22","82.606"
"1679","DRSilica","2003-09-22","1.673"
"1680","Fe","2003-09-22","0.010"
"1681","K","2003-09-22","3.54"
"1682","Mg","2003-09-22","35.14"
"1683","Mn","2003-09-22","0.01571"
"1684","NH4","2003-09-22","0.1570"
"1685","NO3NO2","2003-09-22","0.08938"
"1686","Na","2003-09-22","16.70"
"1687","SO4","2003-09-22","18.13"
"1688","SRP","2003-09-22","0.0302"
"1689","TIC","2003-09-22","45.005"
"1690","TKN","2003-09-22","0.8360"
"1691","TOC","2003-09-22","5.8671"
"1692","TP","2003-09-22","0.051"
"1693","Temp","2003-09-22","17.205"
"1694","Zoop","2003-09-22","13367"
"1695","pH","2003-09-22","8.695"
"1696","secchi","2003-09-22","2.988"
"1697","Bacillariophyta","2003-09-22","0.153276698"
"1698","Chlorophyta","2003-09-22","0.055315681"
"1699","Cyanophyta","2003-09-22","0.594385658"
"1700","DayLength","2003-09-22","11.88379916"
"1701","Month","2003-10-15","10"
"1702","Year","2003-10-15","03"
"1703","Season","2003-10-15","fall"
"1704","serialdate","2003-10-15","731869"
"1705","Alk","2003-10-15","3738"
"1706","Ca","2003-10-15","32.255"
"1707","Chl","2003-10-15","1.332"
"1708","Cl","2003-10-15","37.77"
"1709","DIC","2003-10-15","46.25"
"1710","DO","2003-10-15","8.032"
"1711","DOC","2003-10-15","5.80"
"1712","DOsat","2003-10-15","84.509"
"1713","DRSilica","2003-10-15","1.827"
"1714","Fe","2003-10-15","0.010"
"1715","K","2003-10-15","3.63"
"1716","Mg","2003-10-15","35.69"
"1717","Mn","2003-10-15","0.02241"
"1718","NH4","2003-10-15","0.2486"
"1719","NO3NO2","2003-10-15","0.08409"
"1720","Na","2003-10-15","17.16"
"1721","SO4","2003-10-15","18.13"
"1722","SRP","2003-10-15","0.0509"
"1723","TIC","2003-10-15","46.333"
"1724","TKN","2003-10-15","0.8497"
"1725","TOC","2003-10-15","5.8921"
"1726","TP","2003-10-15","0.073"
"1727","Temp","2003-10-15","15.720"
"1728","Zoop","2003-10-15","12431"
"1729","pH","2003-10-15","8.600"
"1730","secchi","2003-10-15","3.807"
"1731","Bacillariophyta","2003-10-15","0.293825181"
"1732","Chlorophyta","2003-10-15","0.045575306"
"1733","Cyanophyta","2003-10-15","0.525677518"
"1734","DayLength","2003-10-15","10.74976633"
"1735","Month","2003-11-11","11"
"1736","Year","2003-11-11","03"
"1737","Season","2003-11-11","fall"
"1738","serialdate","2003-11-11","731896"
"1739","Alk","2003-11-11","3781"
"1740","Ca","2003-11-11","32.435"
"1741","Chl","2003-11-11","1.215"
"1742","Cl","2003-11-11","37.83"
"1743","DIC","2003-11-11","46.81"
"1744","DO","2003-11-11","8.903"
"1745","DOC","2003-11-11","5.80"
"1746","DOsat","2003-11-11","87.094"
"1747","DRSilica","2003-11-11","2.039"
"1748","Fe","2003-11-11","0.009"
"1749","K","2003-11-11","3.62"
"1750","Mg","2003-11-11","35.80"
"1751","Mn","2003-11-11","0.02170"
"1752","NH4","2003-11-11","0.3305"
"1753","NO3NO2","2003-11-11","0.11368"
"1754","Na","2003-11-11","17.23"
"1755","SO4","2003-11-11","18.22"
"1756","SRP","2003-11-11","0.0701"
"1757","TIC","2003-11-11","46.911"
"1758","TKN","2003-11-11","0.8697"
"1759","TOC","2003-11-11","5.8247"
"1760","TP","2003-11-11","0.092"
"1761","Temp","2003-11-11","13.039"
"1762","Zoop","2003-11-11","11281"
"1763","pH","2003-11-11","8.524"
"1764","secchi","2003-11-11","3.952"
"1765","Bacillariophyta","2003-11-11","0.25007465"
"1766","Chlorophyta","2003-11-11","0.029451692"
"1767","Cyanophyta","2003-11-11","0.475948778"
"1768","DayLength","2003-11-11","9.590303997"
"1769","Month","2004-05-19","5"
"1770","Year","2004-05-19","04"
"1771","Season","2004-05-19","spring"
"1772","serialdate","2004-05-19","732086"
"1773","Alk","2004-05-19","4359"
"1774","Ca","2004-05-19","32.121"
"1775","Chl","2004-05-19","1.563"
"1776","Cl","2004-05-19","38.28"
"1777","DIC","2004-05-19","45.34"
"1778","DO","2004-05-19","10.008"
"1779","DOC","2004-05-19","5.96"
"1780","DOsat","2004-05-19","101.308"
"1781","DRSilica","2004-05-19","0.855"
"1782","Fe","2004-05-19","0.000"
"1783","K","2004-05-19","2.82"
"1784","Mg","2004-05-19","33.83"
"1785","Mn","2004-05-19","0.00000"
"1786","NH4","2004-05-19","0.1388"
"1787","NO3NO2","2004-05-19","0.45327"
"1788","Na","2004-05-19","17.01"
"1789","SO4","2004-05-19","18.84"
"1790","SRP","2004-05-19","0.0447"
"1791","TIC","2004-05-19","45.154"
"1792","TKN","2004-05-19","0.7887"
"1793","TOC","2004-05-19","5.9496"
"1794","TP","2004-05-19","0.070"
"1795","Temp","2004-05-19","14.126"
"1796","Zoop","2004-05-19","26872"
"1797","pH","2004-05-19","8.537"
"1798","secchi","2004-05-19","4.834"
"1799","Bacillariophyta","2004-05-19","0.105176385"
"1800","Chlorophyta","2004-05-19","0.022296084"
"1801","Cyanophyta","2004-05-19","0.649807095"
"1802","DayLength","2004-05-19","14.6604823"
"1803","Month","2004-05-26","5"
"1804","Year","2004-05-26","04"
"1805","Season","2004-05-26","spring"
"1806","serialdate","2004-05-26","732093"
"1807","Alk","2004-05-26","4452"
"1808","Ca","2004-05-26","31.750"
"1809","Chl","2004-05-26","1.477"
"1810","Cl","2004-05-26","38.30"
"1811","DIC","2004-05-26","44.56"
"1812","DO","2004-05-26","9.787"
"1813","DOC","2004-05-26","5.86"
"1814","DOsat","2004-05-26","101.634"
"1815","DRSilica","2004-05-26","0.797"
"1816","Fe","2004-05-26","0.000"
"1817","K","2004-05-26","2.82"
"1818","Mg","2004-05-26","33.69"
"1819","Mn","2004-05-26","0.00000"
"1820","NH4","2004-05-26","0.1370"
"1821","NO3NO2","2004-05-26","0.46281"
"1822","Na","2004-05-26","16.89"
"1823","SO4","2004-05-26","18.77"
"1824","SRP","2004-05-26","0.0451"
"1825","TIC","2004-05-26","44.422"
"1826","TKN","2004-05-26","0.7789"
"1827","TOC","2004-05-26","5.8483"
"1828","TP","2004-05-26","0.069"
"1829","Temp","2004-05-26","14.981"
"1830","Zoop","2004-05-26","28139"
"1831","pH","2004-05-26","8.498"
"1832","secchi","2004-05-26","3.875"
"1833","Bacillariophyta","2004-05-26","0.091191365"
"1834","Chlorophyta","2004-05-26","0.029184819"
"1835","Cyanophyta","2004-05-26","0.688156861"
"1836","DayLength","2004-05-26","14.86032406"
"1837","Month","2004-06-11","6"
"1838","Year","2004-06-11","04"
"1839","Season","2004-06-11","spring"
"1840","serialdate","2004-06-11","732109"
"1841","Alk","2004-06-11","4540"
"1842","Ca","2004-06-11","30.893"
"1843","Chl","2004-06-11","1.272"
"1844","Cl","2004-06-11","37.52"
"1845","DIC","2004-06-11","43.95"
"1846","DO","2004-06-11","9.088"
"1847","DOC","2004-06-11","5.80"
"1848","DOsat","2004-06-11","97.673"
"1849","DRSilica","2004-06-11","1.056"
"1850","Fe","2004-06-11","0.000"
"1851","K","2004-06-11","2.86"
"1852","Mg","2004-06-11","33.16"
"1853","Mn","2004-06-11","0.00044"
"1854","NH4","2004-06-11","0.1395"
"1855","NO3NO2","2004-06-11","0.46201"
"1856","Na","2004-06-11","16.35"
"1857","SO4","2004-06-11","18.28"
"1858","SRP","2004-06-11","0.0475"
"1859","TIC","2004-06-11","43.954"
"1860","TKN","2004-06-11","0.7171"
"1861","TOC","2004-06-11","5.7806"
"1862","TP","2004-06-11","0.071"
"1863","Temp","2004-06-11","16.735"
"1864","Zoop","2004-06-11","25004"
"1865","pH","2004-06-11","8.505"
"1866","secchi","2004-06-11","4.494"
"1867","Bacillariophyta","2004-06-11","0.065171346"
"1868","Chlorophyta","2004-06-11","0.013560642"
"1869","Cyanophyta","2004-06-11","0.810735319"
"1870","DayLength","2004-06-11","15.14624931"
"1871","Month","2004-06-25","6"
"1872","Year","2004-06-25","04"
"1873","Season","2004-06-25","summer"
"1874","serialdate","2004-06-25","732123"
"1875","Alk","2004-06-25","4706"
"1876","Ca","2004-06-25","30.322"
"1877","Chl","2004-06-25","1.330"
"1878","Cl","2004-06-25","37.58"
"1879","DIC","2004-06-25","42.83"
"1880","DO","2004-06-25","8.650"
"1881","DOC","2004-06-25","6.10"
"1882","DOsat","2004-06-25","94.979"
"1883","DRSilica","2004-06-25","1.118"
"1884","Fe","2004-06-25","0.000"
"1885","K","2004-06-25","2.84"
"1886","Mg","2004-06-25","32.91"
"1887","Mn","2004-06-25","0.00041"
"1888","NH4","2004-06-25","0.0930"
"1889","NO3NO2","2004-06-25","0.37306"
"1890","Na","2004-06-25","16.18"
"1891","SO4","2004-06-25","18.19"
"1892","SRP","2004-06-25","0.0333"
"1893","TIC","2004-06-25","42.703"
"1894","TKN","2004-06-25","0.7524"
"1895","TOC","2004-06-25","6.0956"
"1896","TP","2004-06-25","0.060"
"1897","Temp","2004-06-25","17.820"
"1898","Zoop","2004-06-25","17530"
"1899","pH","2004-06-25","8.677"
"1900","secchi","2004-06-25","3.701"
"1901","Bacillariophyta","2004-06-25","0.062977713"
"1902","Chlorophyta","2004-06-25","0.014949115"
"1903","Cyanophyta","2004-06-25","1.201269878"
"1904","DayLength","2004-06-25","15.17163113"
"1905","Month","2004-07-08","7"
"1906","Year","2004-07-08","04"
"1907","Season","2004-07-08","summer"
"1908","serialdate","2004-07-08","732136"
"1909","Alk","2004-07-08","4935"
"1910","Ca","2004-07-08","29.477"
"1911","Chl","2004-07-08","1.437"
"1912","Cl","2004-07-08","37.65"
"1913","DIC","2004-07-08","41.89"
"1914","DO","2004-07-08","8.530"
"1915","DOC","2004-07-08","6.11"
"1916","DOsat","2004-07-08","95.015"
"1917","DRSilica","2004-07-08","1.183"
"1918","Fe","2004-07-08","0.000"
"1919","K","2004-07-08","2.80"
"1920","Mg","2004-07-08","32.45"
"1921","Mn","2004-07-08","0.00036"
"1922","NH4","2004-07-08","0.0529"
"1923","NO3NO2","2004-07-08","0.28529"
"1924","Na","2004-07-08","15.94"
"1925","SO4","2004-07-08","18.05"
"1926","SRP","2004-07-08","0.0210"
"1927","TIC","2004-07-08","41.798"
"1928","TKN","2004-07-08","0.7451"
"1929","TOC","2004-07-08","6.2285"
"1930","TP","2004-07-08","0.050"
"1931","Temp","2004-07-08","19.668"
"1932","Zoop","2004-07-08","20196"
"1933","pH","2004-07-08","8.830"
"1934","secchi","2004-07-08","2.950"
"1935","Bacillariophyta","2004-07-08","0.101738702"
"1936","Chlorophyta","2004-07-08","0.004760574"
"1937","Cyanophyta","2004-07-08","0.909741443"
"1938","DayLength","2004-07-08","15.00233869"
"1939","Month","2004-07-22","7"
"1940","Year","2004-07-22","04"
"1941","Season","2004-07-22","summer"
"1942","serialdate","2004-07-22","732150"
"1943","Alk","2004-07-22","5178"
"1944","Ca","2004-07-22","29.099"
"1945","Chl","2004-07-22","1.346"
"1946","Cl","2004-07-22","37.96"
"1947","DIC","2004-07-22","42.78"
"1948","DO","2004-07-22","8.043"
"1949","DOC","2004-07-22","6.45"
"1950","DOsat","2004-07-22","93.777"
"1951","DRSilica","2004-07-22","1.357"
"1952","Fe","2004-07-22","0.000"
"1953","K","2004-07-22","2.78"
"1954","Mg","2004-07-22","32.37"
"1955","Mn","2004-07-22","0.00021"
"1956","NH4","2004-07-22","0.0682"
"1957","NO3NO2","2004-07-22","0.17866"
"1958","Na","2004-07-22","15.91"
"1959","SO4","2004-07-22","18.10"
"1960","SRP","2004-07-22","0.0185"
"1961","TIC","2004-07-22","42.371"
"1962","TKN","2004-07-22","0.7765"
"1963","TOC","2004-07-22","6.3675"
"1964","TP","2004-07-22","0.046"
"1965","Temp","2004-07-22","19.729"
"1966","Zoop","2004-07-22","15103"
"1967","pH","2004-07-22","8.781"
"1968","secchi","2004-07-22","2.788"
"1969","Bacillariophyta","2004-07-22","0.111664724"
"1970","Chlorophyta","2004-07-22","0.009867073"
"1971","Cyanophyta","2004-07-22","3.279466679"
"1972","DayLength","2004-07-22","14.63674867"
"1973","Month","2004-09-02","9"
"1974","Year","2004-09-02","04"
"1975","Season","2004-09-02","summer"
"1976","serialdate","2004-09-02","732192"
"1977","Alk","2004-09-02","4719"
"1978","Ca","2004-09-02","29.379"
"1979","Chl","2004-09-02","1.505"
"1980","Cl","2004-09-02","36.94"
"1981","DIC","2004-09-02","43.26"
"1982","DO","2004-09-02","7.915"
"1983","DOC","2004-09-02","6.12"
"1984","DOsat","2004-09-02","91.410"
"1985","DRSilica","2004-09-02","1.657"
"1986","Fe","2004-09-02","0.000"
"1987","K","2004-09-02","2.85"
"1988","Mg","2004-09-02","32.29"
"1989","Mn","2004-09-02","0.00076"
"1990","NH4","2004-09-02","0.0528"
"1991","NO3NO2","2004-09-02","0.10655"
"1992","Na","2004-09-02","15.68"
"1993","SO4","2004-09-02","17.73"
"1994","SRP","2004-09-02","0.0149"
"1995","TIC","2004-09-02","43.686"
"1996","TKN","2004-09-02","0.7065"
"1997","TOC","2004-09-02","6.1197"
"1998","TP","2004-09-02","0.039"
"1999","Temp","2004-09-02","19.622"
"2000","Zoop","2004-09-02","14413"
"2001","pH","2004-09-02","8.775"
"2002","secchi","2004-09-02","2.619"
"2003","Bacillariophyta","2004-09-02","0.041603969"
"2004","Chlorophyta","2004-09-02","0.019297132"
"2005","Cyanophyta","2004-09-02","1.5390723"
"2006","DayLength","2004-09-02","12.84482194"
"2007","Month","2004-09-16","9"
"2008","Year","2004-09-16","04"
"2009","Season","2004-09-16","summer"
"2010","serialdate","2004-09-16","732206"
"2011","Alk","2004-09-16","4325"
"2012","Ca","2004-09-16","29.617"
"2013","Chl","2004-09-16","1.274"
"2014","Cl","2004-09-16","36.11"
"2015","DIC","2004-09-16","43.43"
"2016","DO","2004-09-16","8.200"
"2017","DOC","2004-09-16","6.06"
"2018","DOsat","2004-09-16","92.606"
"2019","DRSilica","2004-09-16","1.755"
"2020","Fe","2004-09-16","0.000"
"2021","K","2004-09-16","2.94"
"2022","Mg","2004-09-16","32.14"
"2023","Mn","2004-09-16","0.00123"
"2024","NH4","2004-09-16","0.0860"
"2025","NO3NO2","2004-09-16","0.12417"
"2026","Na","2004-09-16","15.36"
"2027","SO4","2004-09-16","17.51"
"2028","SRP","2004-09-16","0.0225"
"2029","TIC","2004-09-16","43.741"
"2030","TKN","2004-09-16","0.7357"
"2031","TOC","2004-09-16","6.0965"
"2032","TP","2004-09-16","0.048"
"2033","Temp","2004-09-16","18.694"
"2034","Zoop","2004-09-16","14550"
"2035","pH","2004-09-16","8.702"
"2036","secchi","2004-09-16","2.946"
"2037","Bacillariophyta","2004-09-16","0.012448997"
"2038","Chlorophyta","2004-09-16","0.01554591"
"2039","Cyanophyta","2004-09-16","1.457071218"
"2040","DayLength","2004-09-16","12.14759406"
"2041","Month","2004-09-30","9"
"2042","Year","2004-09-30","04"
"2043","Season","2004-09-30","fall"
"2044","serialdate","2004-09-30","732220"
"2045","Alk","2004-09-30","3871"
"2046","Ca","2004-09-30","29.863"
"2047","Chl","2004-09-30","1.088"
"2048","Cl","2004-09-30","35.01"
"2049","DIC","2004-09-30","43.21"
"2050","DO","2004-09-30","8.892"
"2051","DOC","2004-09-30","5.92"
"2052","DOsat","2004-09-30","97.779"
"2053","DRSilica","2004-09-30","1.963"
"2054","Fe","2004-09-30","0.000"
"2055","K","2004-09-30","3.02"
"2056","Mg","2004-09-30","32.02"
"2057","Mn","2004-09-30","0.00182"
"2058","NH4","2004-09-30","0.1128"
"2059","NO3NO2","2004-09-30","0.09954"
"2060","Na","2004-09-30","15.07"
"2061","SO4","2004-09-30","17.11"
"2062","SRP","2004-09-30","0.0308"
"2063","TIC","2004-09-30","43.341"
"2064","TKN","2004-09-30","0.7672"
"2065","TOC","2004-09-30","6.0572"
"2066","TP","2004-09-30","0.060"
"2067","Temp","2004-09-30","17.375"
"2068","Zoop","2004-09-30","13618"
"2069","pH","2004-09-30","8.579"
"2070","secchi","2004-09-30","2.831"
"2071","Bacillariophyta","2004-09-30","0.014281573"
"2072","Chlorophyta","2004-09-30","0.008975273"
"2073","Cyanophyta","2004-09-30","1.392022337"
"2074","DayLength","2004-09-30","11.44580214"
"2075","Month","2004-10-12","10"
"2076","Year","2004-10-12","04"
"2077","Season","2004-10-12","fall"
"2078","serialdate","2004-10-12","732232"
"2079","Alk","2004-10-12","3863"
"2080","Ca","2004-10-12","30.042"
"2081","Chl","2004-10-12","1.046"
"2082","Cl","2004-10-12","33.74"
"2083","DIC","2004-10-12","43.39"
"2084","DO","2004-10-12","8.882"
"2085","DOC","2004-10-12","5.91"
"2086","DOsat","2004-10-12","96.760"
"2087","DRSilica","2004-10-12","2.046"
"2088","Fe","2004-10-12","0.000"
